id_producto,id_almacen,id_proveedor,id_tipo_movimiento,fecha_movimiento,id_usuario,numero_documento,cantidad,costo_unitario,costo_total,stock_anterior,stock_resultante,motivo,observaciones
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-07-29,1,VTA-017761,-1,28.67,28.67,400,399,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-08-03,1,VTA-188680,-1,28.67,28.67,399,398,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-08-10,1,VTA-123087,-4,28.67,114.68,398,394,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-08-21,1,VTA-044558,-2,28.67,57.34,394,392,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-08-28,1,VTA-144403,-3,28.67,86.01,392,389,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-08-29,1,VTA-008630,-3,28.67,86.01,389,386,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-09-09,1,VTA-006380,-4,28.67,114.68,386,382,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-03,1,VTA-052131,-2,28.67,57.34,382,380,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-14,1,VTA-197952,-4,28.67,114.68,380,376,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-17,1,VTA-147978,-3,28.67,86.01,376,373,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-18,1,VTA-162762,-3,28.67,86.01,373,370,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-19,1,VTA-067993,-4,28.67,114.68,370,366,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-19,1,VTA-194988,-4,28.67,114.68,366,362,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-25,1,VTA-052999,-2,28.67,57.34,362,360,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-26,1,VTA-139442,-1,28.67,28.67,360,359,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-31,1,VTA-049539,-2,28.67,57.34,359,357,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-10-31,1,VTA-144957,-4,28.67,114.68,357,353,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-01,1,VTA-232474,-1,28.67,28.67,353,352,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-02,1,VTA-098843,-3,28.67,86.01,352,349,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-02,1,VTA-070458,-4,28.67,114.68,349,345,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-07,1,VTA-035971,-3,28.67,86.01,345,342,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-08,1,VTA-219334,-2,28.67,57.34,342,340,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-08,1,VTA-022128,-4,28.67,114.68,340,336,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-10,1,VTA-176523,-2,28.67,57.34,336,334,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-19,1,VTA-068741,-3,28.67,86.01,334,331,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-19,1,VTA-093097,-1,28.67,28.67,331,330,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-20,1,VTA-217476,-2,28.67,57.34,330,328,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-25,1,VTA-102526,-2,28.67,57.34,328,326,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-30,1,VTA-062411,-1,28.67,28.67,326,325,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-11-30,1,VTA-182933,-1,28.67,28.67,325,324,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-05,1,VTA-036553,-3,28.67,86.01,324,321,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-06,1,VTA-051563,-4,28.67,114.68,321,317,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-10,1,VTA-096427,-2,28.67,57.34,317,315,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-11,1,VTA-171213,-2,28.67,57.34,315,313,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-17,1,VTA-029700,-1,28.67,28.67,313,312,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-21,1,VTA-085931,-1,28.67,28.67,312,311,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-22,1,VTA-052028,-3,28.67,86.01,311,308,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-22,1,VTA-091597,-3,28.67,86.01,308,305,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-23,1,VTA-142191,-1,28.67,28.67,305,304,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-23,1,VTA-147706,-3,28.67,86.01,304,301,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-24,1,VTA-198695,-1,28.67,28.67,301,300,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-25,1,VTA-114153,-1,28.67,28.67,300,299,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-26,1,VTA-042737,-1,28.67,28.67,299,298,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-27,1,VTA-219655,-4,28.67,114.68,298,294,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-30,1,VTA-069814,-3,28.67,86.01,294,291,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2023-12-31,1,VTA-073558,-3,28.67,86.01,291,288,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-01-06,1,VTA-033235,-4,28.67,114.68,288,284,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-01-17,1,VTA-171730,-3,28.67,86.01,284,281,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-05,1,VTA-048585,-4,28.67,114.68,281,277,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_ENTRADA,2024-02-13,1,COMP-000004,123,28.67,3526.4100000000003,277,400,Compra periódica,Compra regular a proveedor
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-13,1,VTA-046250,-2,28.67,57.34,400,398,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-15,1,VTA-068832,-2,28.67,57.34,398,396,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-20,1,VTA-036180,-3,28.67,86.01,396,393,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-22,1,VTA-226192,-2,28.67,57.34,393,391,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-23,1,VTA-149676,-1,28.67,28.67,391,390,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-02-25,1,VTA-033370,-4,28.67,114.68,390,386,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-01,1,VTA-010384,-3,28.67,86.01,386,383,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-02,1,VTA-123180,-2,28.67,57.34,383,381,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-06,1,VTA-017157,-2,28.67,57.34,381,379,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-12,1,VTA-241965,-2,28.67,57.34,379,377,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-13,1,VTA-100590,-2,28.67,57.34,377,375,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-16,1,VTA-094945,-3,28.67,86.01,375,372,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-03-18,1,VTA-208146,-1,28.67,28.67,372,371,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-04-13,1,VTA-081360,-3,28.67,86.01,371,368,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-04-15,1,VTA-096317,-4,28.67,114.68,368,364,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-04-17,1,VTA-024809,-2,28.67,57.34,364,362,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-04-28,1,VTA-223027,-3,28.67,86.01,362,359,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-05-01,1,VTA-051559,-2,28.67,57.34,359,357,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-05-24,1,VTA-053137,-1,28.67,28.67,357,356,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-05-24,1,VTA-192904,-3,28.67,86.01,356,353,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-05-31,1,VTA-053203,-3,28.67,86.01,353,350,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-05-31,1,VTA-238621,-3,28.67,86.01,350,347,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-02,1,VTA-189819,-1,28.67,28.67,347,346,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-07,1,VTA-028841,-3,28.67,86.01,346,343,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-10,1,VTA-005352,-2,28.67,57.34,343,341,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-12,1,VTA-008483,-4,28.67,114.68,341,337,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-13,1,VTA-083263,-2,28.67,57.34,337,335,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-15,1,VTA-243450,-2,28.67,57.34,335,333,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-15,1,VTA-180662,-4,28.67,114.68,333,329,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-15,1,VTA-227860,-2,28.67,57.34,329,327,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-20,1,VTA-238549,-1,28.67,28.67,327,326,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-22,1,VTA-003049,-1,28.67,28.67,326,325,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-22,1,VTA-009143,-1,28.67,28.67,325,324,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-25,1,VTA-067539,-1,28.67,28.67,324,323,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-27,1,VTA-047052,-2,28.67,57.34,323,321,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-06-30,1,VTA-227006,-1,28.67,28.67,321,320,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-01,1,VTA-034615,-4,28.67,114.68,320,316,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-01,1,VTA-089455,-2,28.67,57.34,316,314,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-04,1,VTA-153279,-4,28.67,114.68,314,310,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-05,1,VTA-166064,-4,28.67,114.68,310,306,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-06,1,VTA-193965,-2,28.67,57.34,306,304,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-06,1,VTA-028006,-2,28.67,57.34,304,302,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-08,1,VTA-002163,-1,28.67,28.67,302,301,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-08,1,VTA-231981,-2,28.67,57.34,301,299,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-11,1,VTA-147846,-4,28.67,114.68,299,295,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-11,1,VTA-193829,-2,28.67,57.34,295,293,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-11,1,VTA-068189,-2,28.67,57.34,293,291,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-12,1,VTA-049490,-4,28.67,114.68,291,287,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-13,1,VTA-189944,-3,28.67,86.01,287,284,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-13,1,VTA-016782,-2,28.67,57.34,284,282,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-17,1,VTA-045225,-2,28.67,57.34,282,280,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-21,1,VTA-222320,-1,28.67,28.67,280,279,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_ENTRADA,2024-07-23,1,COMP-000005,121,28.67,3469.07,279,400,Compra periódica,Compra regular a proveedor
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-23,1,VTA-110779,-4,28.67,114.68,400,396,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-24,1,VTA-129127,-1,28.67,28.67,396,395,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-27,1,VTA-006321,-3,28.67,86.01,395,392,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-29,1,VTA-084803,-3,28.67,86.01,392,389,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-07-30,1,VTA-091745,-2,28.67,57.34,389,387,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-01,1,VTA-043391,-4,28.67,114.68,387,383,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-07,1,VTA-116995,-4,28.67,114.68,383,379,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-12,1,VTA-050120,-4,28.67,114.68,379,375,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-18,1,VTA-188343,-2,28.67,57.34,375,373,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-20,1,VTA-148799,-1,28.67,28.67,373,372,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-28,1,VTA-106742,-4,28.67,114.68,372,368,Venta de producto,Venta desde OroCommerce
1,ALM_CENTRAL,PROV001,MOV_SALIDA_VENTA,2024-08-29,1,VTA-133101,-1,28.67,28.67,368,367,Venta de producto,Venta desde OroCommerce
